method	path	handler	source_file	auth_signal	tenant_class	risk_class	coverage_test	coverage_status	owner	defer_reason
PUT	/api/supply-chain/batches/{bid}/assign-member	assign_member_to_batch	backend/supply_chain/batch_router.py:482	require_business	tenant_scoped_supply_chain	P0_RESOURCE_IDOR	tests/test_supply_chain_batches.py; tests/test_supply_chain_supplier_eligibility_routes.py; tests/test_unauth_route_boundaries.py	covered		
POST	/api/supply-chain/batches/{bid}/export-pdf	export_batch_pdf	backend/supply_chain/batch_router.py:942	require_business	tenant_scoped_supply_chain	P0_FILE_OBJECT	tests/test_supply_chain_batches.py; tests/test_supply_chain_supplier_eligibility_routes.py; tests/test_unauth_route_boundaries.py	covered		
GET	/api/supply-chain/batches/{bid}/qr	generate_qr	backend/supply_chain/batch_router.py:1265	require_business	tenant_scoped_supply_chain	P0_RESOURCE_IDOR	tests/test_supply_chain_batches.py; tests/test_supply_chain_supplier_eligibility_routes.py; tests/test_unauth_route_boundaries.py	covered		
PUT	/api/supply-chain/batches/{bid}/steps/{step_id}	update_step	backend/supply_chain/batch_router.py:638	require_business	tenant_scoped_supply_chain	P0_RESOURCE_IDOR	tests/test_supply_chain_batches.py; tests/test_supply_chain_supplier_eligibility_routes.py; tests/test_unauth_route_boundaries.py	covered		
POST	/api/supply-chain/batches/{bid}/steps/{step_id}/approve	approve_step	backend/supply_chain/batch_router.py:683	require_business	tenant_scoped_supply_chain	P0_RESOURCE_IDOR	tests/test_supply_chain_batches.py; tests/test_supply_chain_supplier_eligibility_routes.py; tests/test_unauth_route_boundaries.py	covered		
POST	/api/supply-chain/batches/{bid}/steps/{step_id}/photo	upload_step_photo	backend/supply_chain/batch_router.py:1166	require_business	tenant_scoped_supply_chain	P0_FILE_OBJECT	tests/test_supply_chain_batches.py; tests/test_supply_chain_supplier_eligibility_routes.py; tests/test_unauth_route_boundaries.py	covered		
GET	/api/supply-chain/batches/{bid}/steps/{step_id}/photo/view	view_step_photo	backend/supply_chain/batch_router.py:1216	require_business	tenant_scoped_supply_chain	P0_FILE_OBJECT	tests/test_supply_chain_batches.py; tests/test_supply_chain_supplier_eligibility_routes.py; tests/test_unauth_route_boundaries.py	covered		
GET	/api/supply-chain/batches/{bid}/verify	verify_batch_integrity	backend/supply_chain/batch_router.py:913	require_business	tenant_scoped_supply_chain	P0_RESOURCE_IDOR	tests/test_supply_chain_batches.py; tests/test_supply_chain_supplier_eligibility_routes.py; tests/test_unauth_route_boundaries.py	covered		
GET	/api/supply-chain/certificate-risk-alerts	list_certificate_risk_alerts	backend/supply_chain/supplier_router.py:185	require_business	tenant_scoped_supply_chain	P1_TENANT_LIST	tests/test_supply_chain_batches.py; tests/test_supply_chain_supplier_eligibility_routes.py; tests/test_unauth_route_boundaries.py	covered		
PUT	/api/supply-chain/certificate-risk-alerts/{alert_id}	update_certificate_risk_alert	backend/supply_chain/supplier_router.py:227	require_business	tenant_scoped_supply_chain	P0_RESOURCE_IDOR	tests/test_supply_chain_batches.py; tests/test_supply_chain_supplier_eligibility_routes.py; tests/test_unauth_route_boundaries.py	covered		
GET	/api/supply-chain/materials	list_materials	backend/supply_chain/material_router.py:33	require_business	tenant_scoped_supply_chain	P1_TENANT_LIST	tests/test_supply_chain_batches.py; tests/test_supply_chain_supplier_eligibility_routes.py; tests/test_unauth_route_boundaries.py	covered		
POST	/api/supply-chain/materials	create_material	backend/supply_chain/material_router.py:90	require_business	tenant_scoped_supply_chain	P0_RESOURCE_IDOR	tests/test_supply_chain_batches.py; tests/test_supply_chain_supplier_eligibility_routes.py; tests/test_unauth_route_boundaries.py	covered		
DELETE	/api/supply-chain/materials/{mid}	delete_material	backend/supply_chain/material_router.py:171	require_business	tenant_scoped_supply_chain	P0_RESOURCE_IDOR	tests/test_supply_chain_batches.py; tests/test_supply_chain_supplier_eligibility_routes.py; tests/test_unauth_route_boundaries.py	covered		
PUT	/api/supply-chain/materials/{mid}	update_material	backend/supply_chain/material_router.py:121	require_business	tenant_scoped_supply_chain	P0_RESOURCE_IDOR	tests/test_supply_chain_batches.py; tests/test_supply_chain_supplier_eligibility_routes.py; tests/test_unauth_route_boundaries.py	covered		
GET	/api/supply-chain/processes	list_processes	backend/supply_chain/process_router.py:34	require_business	tenant_scoped_supply_chain	P1_TENANT_LIST	tests/test_supply_chain_batches.py; tests/test_supply_chain_supplier_eligibility_routes.py; tests/test_unauth_route_boundaries.py	covered		
POST	/api/supply-chain/processes	create_process	backend/supply_chain/process_router.py:55	require_business	tenant_scoped_supply_chain	P0_RESOURCE_IDOR	tests/test_supply_chain_batches.py; tests/test_supply_chain_supplier_eligibility_routes.py; tests/test_unauth_route_boundaries.py	covered		
DELETE	/api/supply-chain/processes/{pid}	delete_process	backend/supply_chain/process_router.py:129	require_business	tenant_scoped_supply_chain	P0_RESOURCE_IDOR	tests/test_supply_chain_batches.py; tests/test_supply_chain_supplier_eligibility_routes.py; tests/test_unauth_route_boundaries.py	covered		
GET	/api/supply-chain/processes/{pid}	get_process	backend/supply_chain/process_router.py:74	require_business	tenant_scoped_supply_chain	P0_RESOURCE_IDOR	tests/test_supply_chain_batches.py; tests/test_supply_chain_supplier_eligibility_routes.py; tests/test_unauth_route_boundaries.py	covered		
PUT	/api/supply-chain/processes/{pid}	update_process	backend/supply_chain/process_router.py:96	require_business	tenant_scoped_supply_chain	P0_RESOURCE_IDOR	tests/test_supply_chain_batches.py; tests/test_supply_chain_supplier_eligibility_routes.py; tests/test_unauth_route_boundaries.py	covered		
POST	/api/supply-chain/processes/{pid}/export-docx	export_process_docx	backend/supply_chain/process_router.py:140	require_business	tenant_scoped_supply_chain	P0_FILE_OBJECT	tests/test_supply_chain_batches.py; tests/test_supply_chain_supplier_eligibility_routes.py; tests/test_unauth_route_boundaries.py	covered		
GET	/api/supply-chain/supplier-portal/{token}	get_portal_info	backend/supply_chain/supplier_router.py:705	public-explicit-or-legacy	public_token_scoped	P2_HEALTH_OR_STATIC	tests/test_supply_chain_batches.py; tests/test_supply_chain_supplier_eligibility_routes.py; tests/test_unauth_route_boundaries.py	covered		
POST	/api/supply-chain/supplier-portal/{token}/upload	portal_upload	backend/supply_chain/supplier_router.py:756	public-explicit-or-legacy	public_token_scoped	P0_RESOURCE_IDOR	tests/test_supply_chain_batches.py; tests/test_supply_chain_supplier_eligibility_routes.py; tests/test_unauth_route_boundaries.py	covered		
GET	/api/supply-chain/suppliers	list_suppliers	backend/supply_chain/supplier_router.py:128	require_business	tenant_scoped_supply_chain	P1_TENANT_LIST	tests/test_supply_chain_batches.py; tests/test_supply_chain_supplier_eligibility_routes.py; tests/test_unauth_route_boundaries.py	covered		
POST	/api/supply-chain/suppliers	create_supplier	backend/supply_chain/supplier_router.py:344	require_business	tenant_scoped_supply_chain	P0_RESOURCE_IDOR	tests/test_supply_chain_batches.py; tests/test_supply_chain_supplier_eligibility_routes.py; tests/test_unauth_route_boundaries.py	covered		
GET	/api/supply-chain/suppliers/eligible	list_eligible_suppliers_route	backend/supply_chain/supplier_router.py:145	require_business	tenant_scoped_supply_chain	P1_TENANT_LIST	tests/test_supply_chain_batches.py; tests/test_supply_chain_supplier_eligibility_routes.py; tests/test_unauth_route_boundaries.py	covered		
DELETE	/api/supply-chain/suppliers/{sid}	delete_supplier	backend/supply_chain/supplier_router.py:435	require_business	tenant_scoped_supply_chain	P0_RESOURCE_IDOR	tests/test_supply_chain_batches.py; tests/test_supply_chain_supplier_eligibility_routes.py; tests/test_unauth_route_boundaries.py	covered		
GET	/api/supply-chain/suppliers/{sid}	get_supplier	backend/supply_chain/supplier_router.py:371	require_business	tenant_scoped_supply_chain	P0_RESOURCE_IDOR	tests/test_supply_chain_batches.py; tests/test_supply_chain_supplier_eligibility_routes.py; tests/test_unauth_route_boundaries.py	covered		
PUT	/api/supply-chain/suppliers/{sid}	update_supplier	backend/supply_chain/supplier_router.py:407	require_business	tenant_scoped_supply_chain	P0_RESOURCE_IDOR	tests/test_supply_chain_batches.py; tests/test_supply_chain_supplier_eligibility_routes.py; tests/test_unauth_route_boundaries.py	covered		
POST	/api/supply-chain/suppliers/{sid}/cb-certificate	create_supplier_eligibility	backend/supply_chain/supplier_router.py:334	get_current_user	tenant_scoped_supply_chain	P0_RESOURCE_IDOR	tests/test_supply_chain_batches.py; tests/test_supply_chain_supplier_eligibility_routes.py; tests/test_unauth_route_boundaries.py	covered		
PUT	/api/supply-chain/suppliers/{sid}/cb-certificate	upsert_supplier_eligibility	backend/supply_chain/supplier_router.py:252	require_provider	tenant_scoped_supply_chain	P0_RESOURCE_IDOR	tests/test_supply_chain_batches.py; tests/test_supply_chain_supplier_eligibility_routes.py; tests/test_unauth_route_boundaries.py	covered		
GET	/api/supply-chain/suppliers/{sid}/certificates	list_certificates	backend/supply_chain/supplier_router.py:449	require_business	tenant_scoped_supply_chain	P0_RESOURCE_IDOR	tests/test_supply_chain_batches.py; tests/test_supply_chain_supplier_eligibility_routes.py; tests/test_unauth_route_boundaries.py	covered		
POST	/api/supply-chain/suppliers/{sid}/certificates	upload_certificate	backend/supply_chain/supplier_router.py:476	require_business	tenant_scoped_supply_chain	P0_RESOURCE_IDOR	tests/test_supply_chain_batches.py; tests/test_supply_chain_supplier_eligibility_routes.py; tests/test_unauth_route_boundaries.py	covered		
DELETE	/api/supply-chain/suppliers/{sid}/certificates/{cid}	delete_certificate	backend/supply_chain/supplier_router.py:655	require_business	tenant_scoped_supply_chain	P0_RESOURCE_IDOR	tests/test_supply_chain_batches.py; tests/test_supply_chain_supplier_eligibility_routes.py; tests/test_unauth_route_boundaries.py	covered		
GET	/api/supply-chain/suppliers/{sid}/certificates/{cid}/view	view_certificate	backend/supply_chain/supplier_router.py:556	require_business	tenant_scoped_supply_chain	P0_RESOURCE_IDOR	tests/test_supply_chain_batches.py; tests/test_supply_chain_supplier_eligibility_routes.py; tests/test_unauth_route_boundaries.py	covered		
POST	/api/supply-chain/suppliers/{sid}/invite	generate_invite	backend/supply_chain/supplier_router.py:679	require_business	tenant_scoped_supply_chain	P0_RESOURCE_IDOR	tests/test_supply_chain_batches.py; tests/test_supply_chain_supplier_eligibility_routes.py; tests/test_unauth_route_boundaries.py	covered		
GET	/api/supply-chain/suppliers/{sid}/verification-status	verification_status	backend/supply_chain/supplier_router.py:813	require_business	tenant_scoped_supply_chain	P0_RESOURCE_IDOR	tests/test_supply_chain_batches.py; tests/test_supply_chain_supplier_eligibility_routes.py; tests/test_unauth_route_boundaries.py	covered		
POST	/api/supply-chain/suppliers/{sid}/verify	verify_supplier	backend/supply_chain/supplier_router.py:845	require_business	tenant_scoped_supply_chain	P0_RESOURCE_IDOR	tests/test_supply_chain_batches.py; tests/test_supply_chain_supplier_eligibility_routes.py; tests/test_unauth_route_boundaries.py	covered		
GET	/api/templates/render-pdf/health	health	backend/auth/pdf_render_router.py:112	public-intended	public_safe_or_legacy	P2_HEALTH_OR_STATIC	tests/test_generate_document_export_security.py; tests/test_certificate_pdf_integrity_smoke.py; tests/uat/test_uat_c_tenant_isolation.py	covered		
GET	/api/templates/render-pdf/registry	registry	backend/auth/pdf_render_router.py:124	get_current_user	tenant_scoped	P0_FILE_OBJECT	tests/test_generate_document_export_security.py; tests/test_certificate_pdf_integrity_smoke.py; tests/uat/test_uat_c_tenant_isolation.py	covered		
POST	/api/templates/{doc_type}/render-pdf	render_pdf	backend/auth/pdf_render_router.py:143	get_current_user	tenant_scoped	P0_FILE_OBJECT	tests/test_generate_document_export_security.py; tests/test_certificate_pdf_integrity_smoke.py; tests/uat/test_uat_c_tenant_isolation.py	covered		
POST	/api/users/me/confirm-deletion	confirm_deletion	backend/auth/gdpr_router.py:147	no-auth-explicit-review	tenant_scoped	P0_RESOURCE_IDOR	tests/test_dual_auth_cross_tenant_unit.py; tests/test_unauth_route_boundaries.py	covered		
GET	/api/users/me/export-data	export_my_data	backend/auth/gdpr_router.py:38	get_current_user	tenant_scoped	P0_FILE_OBJECT	tests/test_dual_auth_cross_tenant_unit.py; tests/test_unauth_route_boundaries.py	covered		
POST	/api/users/me/request-deletion	request_deletion	backend/auth/gdpr_router.py:100	get_current_user	tenant_scoped	P0_RESOURCE_IDOR	tests/test_dual_auth_cross_tenant_unit.py; tests/test_unauth_route_boundaries.py	covered		
GET	/auth/admin/analytics	admin_analytics	backend/auth/admin_analytics_router.py:25	require_admin	admin_global	P0_ADMIN_GLOBAL	tests/test_unauth_route_boundaries.py; tests/test_keycloak_admin_edge.py	covered		
GET	/auth/admin/audit-logs	list_audit_logs	backend/auth/audit_log_router.py:40	require_admin	admin_global	P0_ADMIN_GLOBAL	tests/test_unauth_route_boundaries.py; tests/test_keycloak_admin_edge.py	covered		
GET	/auth/admin/feature-flags	admin_list_flags	backend/auth/feature_flags_router.py:78	require_admin	admin_global	P0_ADMIN_GLOBAL	tests/test_unauth_route_boundaries.py; tests/test_keycloak_admin_edge.py	covered		
PUT	/auth/admin/feature-flags/{name}	admin_upsert_flag	backend/auth/feature_flags_router.py:95	require_admin	admin_global	P0_ADMIN_GLOBAL	tests/test_unauth_route_boundaries.py; tests/test_keycloak_admin_edge.py	covered		
DELETE	/auth/admin/feature-flags/{name}/overrides/{tenant_id}	admin_clear_override	backend/auth/feature_flags_router.py:136	require_admin	admin_global	P0_ADMIN_GLOBAL	tests/test_unauth_route_boundaries.py; tests/test_keycloak_admin_edge.py	covered		
PUT	/auth/admin/feature-flags/{name}/overrides/{tenant_id}	admin_set_override	backend/auth/feature_flags_router.py:116	require_admin	admin_global	P0_ADMIN_GLOBAL	tests/test_unauth_route_boundaries.py; tests/test_keycloak_admin_edge.py	covered		
GET	/auth/admin/industry-schemas	admin_list_all	backend/auth/industry_schema_router.py:290	require_admin	admin_global	P0_ADMIN_GLOBAL	tests/test_unauth_route_boundaries.py; tests/test_keycloak_admin_edge.py	covered		
POST	/auth/admin/industry-schemas	admin_create	backend/auth/industry_schema_router.py:302	require_admin	admin_global	P0_ADMIN_GLOBAL	tests/test_unauth_route_boundaries.py; tests/test_keycloak_admin_edge.py	covered		
DELETE	/auth/admin/industry-schemas/{schema_id}	admin_disable	backend/auth/industry_schema_router.py:373	require_admin	admin_global	P0_ADMIN_GLOBAL	tests/test_unauth_route_boundaries.py; tests/test_keycloak_admin_edge.py	covered		
PATCH	/auth/admin/industry-schemas/{schema_id}	admin_update	backend/auth/industry_schema_router.py:337	require_admin	admin_global	P0_ADMIN_GLOBAL	tests/test_unauth_route_boundaries.py; tests/test_keycloak_admin_edge.py	covered		
PUT	/auth/admin/industry-schemas/{schema_id}/doc-types	admin_replace_doc_types	backend/auth/industry_schema_router.py:397	require_admin	admin_global	P0_ADMIN_GLOBAL	tests/test_unauth_route_boundaries.py; tests/test_keycloak_admin_edge.py	covered		
GET	/auth/admin/overdue-submissions	admin_overdue_submissions	backend/auth/admin_router.py:74	require_admin	admin_global	P0_ADMIN_GLOBAL	tests/test_unauth_route_boundaries.py; tests/test_keycloak_admin_edge.py	covered		
GET	/auth/admin/pending-providers	pending_providers	backend/auth/admin_router.py:21	require_admin	admin_global	P0_ADMIN_GLOBAL	tests/test_unauth_route_boundaries.py; tests/test_keycloak_admin_edge.py	covered		
POST	/auth/admin/providers/{provider_id}/approve	approve_provider	backend/auth/admin_router.py:42	require_admin	admin_global	P0_ADMIN_GLOBAL	tests/test_unauth_route_boundaries.py; tests/test_keycloak_admin_edge.py	covered		
POST	/auth/admin/providers/{provider_id}/reject	reject_provider	backend/auth/admin_router.py:90	require_admin	admin_global	P0_ADMIN_GLOBAL	tests/test_unauth_route_boundaries.py; tests/test_keycloak_admin_edge.py	covered		
GET	/auth/admin/standard-types	admin_list_all	backend/auth/standard_type_router.py:211	require_admin	admin_global	P0_ADMIN_GLOBAL	tests/test_unauth_route_boundaries.py; tests/test_keycloak_admin_edge.py	covered		
POST	/auth/admin/standard-types	admin_create	backend/auth/standard_type_router.py:220	require_admin	admin_global	P0_ADMIN_GLOBAL	tests/test_unauth_route_boundaries.py; tests/test_keycloak_admin_edge.py	covered		
PUT	/auth/admin/standard-types/industries/{industry_id}/standards	admin_replace_industry_standards	backend/auth/standard_type_router.py:316	require_admin	admin_global	P0_ADMIN_GLOBAL	tests/test_unauth_route_boundaries.py; tests/test_keycloak_admin_edge.py	covered		
DELETE	/auth/admin/standard-types/{standard_id}	admin_disable	backend/auth/standard_type_router.py:276	require_admin	admin_global	P0_ADMIN_GLOBAL	tests/test_unauth_route_boundaries.py; tests/test_keycloak_admin_edge.py	covered		
PATCH	/auth/admin/standard-types/{standard_id}	admin_update	backend/auth/standard_type_router.py:251	require_admin	admin_global	P0_ADMIN_GLOBAL	tests/test_unauth_route_boundaries.py; tests/test_keycloak_admin_edge.py	covered		
PUT	/auth/admin/standard-types/{standard_id}/doc-types	admin_replace_doc_types	backend/auth/standard_type_router.py:290	require_admin	admin_global	P0_ADMIN_GLOBAL	tests/test_unauth_route_boundaries.py; tests/test_keycloak_admin_edge.py	covered		
POST	/auth/business/export-ihc	export_ihc	backend/auth/router.py:600	require_business	tenant_scoped	P0_FILE_OBJECT	tests/uat/test_uat_c_tenant_isolation.py; tests/test_unauth_route_boundaries.py	covered		
POST	/auth/business/invite	invite_member	backend/auth/router.py:243	require_business	tenant_scoped	P0_RESOURCE_IDOR	tests/uat/test_uat_c_tenant_isolation.py; tests/test_unauth_route_boundaries.py	covered		
POST	/auth/business/invite-link	create_invite_link	backend/auth/router.py:328	require_business	tenant_scoped	P0_RESOURCE_IDOR	tests/uat/test_uat_c_tenant_isolation.py; tests/test_unauth_route_boundaries.py	covered		
GET	/auth/business/members	list_members	backend/auth/router.py:529	require_business	tenant_scoped	P1_TENANT_LIST	tests/uat/test_uat_c_tenant_isolation.py; tests/test_unauth_route_boundaries.py	covered		
DELETE	/auth/business/members/{member_id}	remove_member	backend/auth/router.py:704	require_business	tenant_scoped	P0_RESOURCE_IDOR	tests/uat/test_uat_c_tenant_isolation.py; tests/test_unauth_route_boundaries.py	covered		
PUT	/auth/business/members/{member_id}	update_member	backend/auth/router.py:562	require_business	tenant_scoped	P0_RESOURCE_IDOR	tests/uat/test_uat_c_tenant_isolation.py; tests/test_unauth_route_boundaries.py	covered		
GET	/auth/business/members/{member_id}/permissions	get_member_permissions	backend/auth/router.py:470	require_business	tenant_scoped	P0_RESOURCE_IDOR	tests/uat/test_uat_c_tenant_isolation.py; tests/test_unauth_route_boundaries.py	covered		
PUT	/auth/business/members/{member_id}/permissions	update_member_permissions	backend/auth/router.py:496	require_business	tenant_scoped	P0_RESOURCE_IDOR	tests/uat/test_uat_c_tenant_isolation.py; tests/test_unauth_route_boundaries.py	covered		
GET	/auth/business/minutes	list_minutes	backend/auth/router.py:1120	require_business	tenant_scoped	P1_TENANT_LIST	tests/uat/test_uat_c_tenant_isolation.py; tests/test_unauth_route_boundaries.py	covered		
POST	/auth/business/minutes	upload_minutes	backend/auth/router.py:1150	require_business	tenant_scoped	P0_RESOURCE_IDOR	tests/uat/test_uat_c_tenant_isolation.py; tests/test_unauth_route_boundaries.py	covered		
DELETE	/auth/business/minutes/{file_id}	delete_minutes	backend/auth/router.py:1273	require_business	tenant_scoped	P0_FILE_OBJECT	tests/uat/test_uat_c_tenant_isolation.py; tests/test_unauth_route_boundaries.py	covered		
GET	/auth/business/minutes/{file_id}/view	view_minutes	backend/auth/router.py:1178	no-auth-explicit-review	tenant_scoped	P0_RESOURCE_IDOR	tests/uat/test_uat_c_tenant_isolation.py; tests/test_unauth_route_boundaries.py	covered		
POST	/auth/business/register	register_business	backend/auth/router.py:75	public-explicit-or-legacy	public_safe_or_legacy	P0_RESOURCE_IDOR	tests/uat/test_uat_c_tenant_isolation.py; tests/test_unauth_route_boundaries.py	covered		
POST	/auth/company-logo	upload_company_logo	backend/auth/router.py:1376	require_business	tenant_scoped	P0_RESOURCE_IDOR	tests/uat/test_uat_c_tenant_isolation.py; tests/test_unauth_route_boundaries.py	covered		
GET	/auth/company-logo/{tenant_id}	get_company_logo	backend/auth/router.py:1406	no-auth-explicit-review	tenant_scoped	P0_RESOURCE_IDOR	tests/uat/test_uat_c_tenant_isolation.py; tests/test_unauth_route_boundaries.py	covered		
GET	/auth/company-profile	get_company_profile	backend/auth/router.py:1296	get_current_user	tenant_scoped	P0_FILE_OBJECT	tests/uat/test_uat_c_tenant_isolation.py; tests/test_unauth_route_boundaries.py	covered		
PUT	/auth/company-profile	update_company_profile	backend/auth/router.py:1333	require_business	tenant_scoped	P0_FILE_OBJECT	tests/uat/test_uat_c_tenant_isolation.py; tests/test_unauth_route_boundaries.py	covered		
GET	/auth/invite/{token}	get_invite_info	backend/auth/router.py:374	public-explicit-or-legacy	public_token_scoped	P2_HEALTH_OR_STATIC	tests/uat/test_uat_c_tenant_isolation.py; tests/test_unauth_route_boundaries.py	covered		
POST	/auth/invite/{token}/accept	accept_invite	backend/auth/router.py:401	public-explicit-or-legacy	public_token_scoped	P0_RESOURCE_IDOR	tests/uat/test_uat_c_tenant_isolation.py; tests/test_unauth_route_boundaries.py	covered		
GET	/auth/me	get_me	backend/auth/router.py:150	get_current_user	tenant_scoped	P1_TENANT_LIST		deferred	qa-owner	representative coverage only; add route-family test for 8/10+
GET	/auth/notification-preferences	get_notification_preferences	backend/auth/router.py:1420	get_current_user	tenant_scoped	P1_TENANT_LIST	tests/test_unauth_route_boundaries.py; notification preferences authenticated-user smoke	covered		
PUT	/auth/notification-preferences	update_notification_preferences	backend/auth/router.py:1439	get_current_user	tenant_scoped	P0_RESOURCE_IDOR	tests/test_unauth_route_boundaries.py; notification preferences authenticated-user smoke	covered		
GET	/auth/provider/auditors	list_auditors	backend/auth/router.py:805	require_provider	provider_business_scoped	P1_TENANT_LIST	tests/uat/test_uat_c_tenant_isolation.py; tests/test_unauth_route_boundaries.py	covered		
POST	/auth/provider/auditors	invite_auditor	backend/auth/router.py:738	require_provider	provider_business_scoped	P0_RESOURCE_IDOR	tests/uat/test_uat_c_tenant_isolation.py; tests/test_unauth_route_boundaries.py	covered		
DELETE	/auth/provider/auditors/{auditor_id}	remove_auditor	backend/auth/router.py:878	require_provider	provider_business_scoped	P0_RESOURCE_IDOR	tests/uat/test_uat_c_tenant_isolation.py; tests/test_unauth_route_boundaries.py	covered		
PUT	/auth/provider/auditors/{auditor_id}	update_auditor	backend/auth/router.py:833	require_provider	provider_business_scoped	P0_RESOURCE_IDOR	tests/uat/test_uat_c_tenant_isolation.py; tests/test_unauth_route_boundaries.py	covered		
GET	/auth/provider/auditors/{auditor_id}/certificates	list_auditor_certificates	backend/auth/router.py:908	require_provider	provider_business_scoped	P0_RESOURCE_IDOR	tests/uat/test_uat_c_tenant_isolation.py; tests/test_unauth_route_boundaries.py	covered		
POST	/auth/provider/auditors/{auditor_id}/certificates	upload_auditor_certificate	backend/auth/router.py:947	require_provider	provider_business_scoped	P0_RESOURCE_IDOR	tests/uat/test_uat_c_tenant_isolation.py; tests/test_unauth_route_boundaries.py	covered		
DELETE	/auth/provider/auditors/{auditor_id}/certificates/{cert_id}	delete_auditor_certificate	backend/auth/router.py:1092	require_provider	provider_business_scoped	P0_RESOURCE_IDOR	tests/uat/test_uat_c_tenant_isolation.py; tests/test_unauth_route_boundaries.py	covered		
GET	/auth/provider/auditors/{auditor_id}/certificates/{cert_id}/view	view_auditor_certificate	backend/auth/router.py:995	no-auth-explicit-review	tenant_scoped	P0_RESOURCE_IDOR	tests/uat/test_uat_c_tenant_isolation.py; tests/test_unauth_route_boundaries.py	covered		
POST	/auth/provider/register	register_provider	backend/auth/router.py:111	public-explicit-or-legacy	public_safe_or_legacy	P0_RESOURCE_IDOR	tests/uat/test_uat_c_tenant_isolation.py; tests/test_unauth_route_boundaries.py	covered		
POST	/chat	chat	backend/app.py:1385	public-explicit-or-legacy	public_safe_or_legacy	P0_RESOURCE_IDOR	tests/test_unauth_route_boundaries.py; tests/uat/test_uat_c_tenant_isolation.py; public chat rate-limit smoke	covered		
POST	/chat/stream	chat_stream	backend/app.py:1405	public-explicit-or-legacy	public_safe_or_legacy	P0_RESOURCE_IDOR	tests/test_unauth_route_boundaries.py; tests/uat/test_uat_c_tenant_isolation.py; public chat rate-limit smoke	covered		
GET	/dossiers	list_dossiers	backend/auth/dossier_router.py:150	get_current_user	tenant_scoped	P1_TENANT_LIST	tests/test_unauth_route_boundaries.py; tests/uat/test_uat_c_tenant_isolation.py	covered		
POST	/dossiers	create_dossier	backend/auth/dossier_router.py:166	get_current_user	tenant_scoped	P0_RESOURCE_IDOR	tests/test_unauth_route_boundaries.py; tests/uat/test_uat_c_tenant_isolation.py	covered		
DELETE	/dossiers/{dossier_id}	delete_dossier	backend/auth/dossier_router.py:270	get_current_user	tenant_scoped	P0_RESOURCE_IDOR	tests/test_unauth_route_boundaries.py; tests/uat/test_uat_c_tenant_isolation.py	covered		
GET	/dossiers/{dossier_id}	get_dossier	backend/auth/dossier_router.py:222	get_current_user	tenant_scoped	P0_RESOURCE_IDOR	tests/test_unauth_route_boundaries.py; tests/uat/test_uat_c_tenant_isolation.py	covered		
PATCH	/dossiers/{dossier_id}	update_dossier	backend/auth/dossier_router.py:240	get_current_user	tenant_scoped	P0_RESOURCE_IDOR	tests/test_unauth_route_boundaries.py; tests/uat/test_uat_c_tenant_isolation.py	covered		
POST	/evaluate	evaluate_doc	backend/app.py:1510	get_current_user	tenant_scoped	P0_RESOURCE_IDOR	tests/test_unauth_route_boundaries.py; tests/uat/test_uat_c_tenant_isolation.py; public chat rate-limit smoke	covered		
POST	/generate-document	generate_document	backend/app.py:1712	get_current_user	tenant_scoped	P0_RESOURCE_IDOR	tests/test_generate_document_export_security.py; tests/test_certificate_pdf_integrity_smoke.py; tests/uat/test_uat_c_tenant_isolation.py	covered		
POST	/generate-document/export-docx	export_docx	backend/app.py:1842	get_current_user	tenant_scoped	P0_FILE_OBJECT	tests/test_generate_document_export_security.py; tests/test_certificate_pdf_integrity_smoke.py; tests/uat/test_uat_c_tenant_isolation.py	covered		
GET	/health	health	backend/app.py:1341	public-intended	public_safe_or_legacy	P2_HEALTH_OR_STATIC	low-risk/static smoke	covered		
GET	/industry-schemas	list_industry_schemas	backend/auth/industry_schema_router.py:159	get_current_user	tenant_scoped	P1_TENANT_LIST	tests/test_unauth_route_boundaries.py; schema/standard tenant route coverage	covered		
POST	/industry-schemas/business-select	select_industry	backend/auth/industry_schema_router.py:198	get_current_user	tenant_scoped	P0_RESOURCE_IDOR	tests/test_unauth_route_boundaries.py; schema/standard tenant route coverage	covered		
GET	/industry-schemas/{code_or_id}	get_industry_schema	backend/auth/industry_schema_router.py:173	get_current_user	tenant_scoped	P0_RESOURCE_IDOR	tests/test_unauth_route_boundaries.py; schema/standard tenant route coverage	covered		
POST	/ingest	ingest_document	backend/app.py:1466	get_current_user	tenant_scoped	P0_RESOURCE_IDOR	tests/test_unauth_route_boundaries.py; tests/uat/test_uat_c_tenant_isolation.py; public chat rate-limit smoke	covered		
GET	/jobs/{job_id}	get_job	backend/app.py:1496	get_current_user	tenant_scoped	P0_RESOURCE_IDOR	tests/test_unauth_route_boundaries.py; tests/uat/test_uat_c_tenant_isolation.py; public chat rate-limit smoke	covered		
GET	/placeholders	get_all_placeholders	backend/app.py:1048	public-explicit-or-legacy	public_safe_or_legacy	P2_HEALTH_OR_STATIC	low-risk/static smoke	covered		
GET	/reviews/{filename}	get_review	backend/app.py:1887	get_current_user	tenant_scoped	P0_FILE_OBJECT	tests/test_unauth_route_boundaries.py; tests/uat/test_uat_c_tenant_isolation.py; public chat rate-limit smoke	covered		
POST	/reviews/{filename}	save_review	backend/app.py:1874	get_current_user	tenant_scoped	P0_FILE_OBJECT	tests/test_unauth_route_boundaries.py; tests/uat/test_uat_c_tenant_isolation.py; public chat rate-limit smoke	covered		
